6002200883357,AP,TOP,1L,A10T,GEN,UL,198
6002200883371,AP,GSP,1L,T12D,GEN,FZ,216
6002200883388,PR,DDC,SA,A06D,TRU,UL,26
6002200883395,AP,GAA,SF,M18F,18X5,UL,125
6002200883401,AP,GAA,SF,M18S,18X6,UL,138
6002200883418,AP,GAA,SF,M18S,18X6,UL,150
6002200883425,PR,BBC,SA,A12D,BD,UL,70
6002200883432,PR,BBC,SA,A12D,GD,UL,70
6002200883449,AP,GAA,SF,B16G,16X8,NS,138
6002200883456,AP,GAA,SF,B16G,16X9,NS,150
6002200883463,AP,GAA,SF,Z16G,16X7,NS,125
6002200883470,AP,GAA,SF,B13D,GD,LB,80
6002200883517,PR,PTR,SF,A16P,16X6,N2,96
6002200883548,AP,GAA,SF,A13D,GD,LB,94
6002200883555,AP,GAA,SF,A13D,GD,LB,96
6002200883579,PR,PTR,SA,Z16N,TRU,UL,96
6002200883586,AP,GAA,1Z,T12D,SDAY,UL,100
6002200883593,AP,GAA,1Z,T12D,SDAY,UL,110
6002200883609,AP,GAA,SF,A14B,14X6,NS,84
6002200883616,AP,GAA,SF,S147,GD,UL,100
6002200883623,AP,GAA,SF,Z14B,14X6,NS,88
6002200883630,AP,SKI,1Z,M18T,SDAY,UL,70
6002200883647,PR,BBC,SA,A12D,GD,UL,80
6002200883654,AP,RGL,SF,B06D,BD,LB,40
6002200883715,AP,GDL,S2,B12D,BDT,LB,70
6002200883722,AP,GDL,S2,B12D,BDT,LB,80
6002200883739,AP,GDL,S2,B12D,BDT,LB,84
6002200883760,AP,GDL,AL,T12D,TRU,UL,135
6002200883777,AP,GDL,AL,T12D,TRU,UL,150
6002200883784,AP,GDL,AL,T12D,TRU,UL,165
6002200883791,AP,GDL,AL,T12D,TRU,UL,180
6002200883838,AP,GAA,SF,IP07,GEN,UL,125
6002200883845,AP,GAA,SF,IP16,GEN,UL,138
6002200883852,AP,GAA,SF,IP16,GEN,UL,150
6002200883869,AP,RGL,SF,G14L,WGP,LB,70
6002200883876,AP,RGL,SF,G14L,WGP,LB,78
6002200883890,AP,RGL,SF,G14L,WGP,LB,84
6002200883906,AP,RGL,SF,M18M,SUP,UL,135
6002200883913,AP,RGL,SF,M18M,SUP,UL,150
6002200883920,AP,RGL,SF,M18M,SUP,UL,165
6002200883937,AP,RGL,SF,M18M,SUP,UL,180
6002200883982,PR,PTR,SF,A16P,16X7,UL,120
6002200884033,AP,GAA,SF,A14B,14X6,UL,84
6002200884040,AP,GAA,SF,A186,TRU,IF,125
6002200884057,AP,GAA,SF,A186,TRU,IF,138
6002200884064,AP,GAA,SF,A186,TRU,IF,150
6002200884088,AP,GAA,SF,S146,GD,B5,88
6002200884101,AP,GAA,SF,S147,GD,B5,100
6002200884125,AP,GAA,SF,S148,GD,B5,113
6002200884132,AP,GAA,SF,Z14B,14X8,UL,113
6002200884149,AP,GDL,S2,A12D,BDT,LB,88
6002200884217,AP,GDL,S2,B12D,BDT,LB,78
6002200884224,AP,GDL,SF,B13D,BD,LB,78
6002200884279,PR,PTR,SA,Z16N,GEN,UL,112
6002200884286,PR,PTR,SA,Z16N,GEN,UL,120
6002200884293,PR,PTR,SA,Z16N,GEN,UL,96
6002200884309,AP,BBN,SF,A14B,14N8,UL,125
6002200884316,AP,BBN,SF,B12D,TRU,UL,64
6002200884323,AP,BBN,SF,B12D,TRU,UL,70
6002200884347,AP,BBN,SF,B12D,TRU,UL,84
6002200884354,AP,GAA,SF,A167,16X7,AR,113
6002200884361,AP,GAA,SF,A167,16X7,AR,138
6002200884385,AP,GAA,SF,A186,TRU,IF,113
6002200884392,AP,GAA,SF,B13D,BDT,LB,78
6002200884415,AP,BBN,SF,B12D,TRU,UL,78
6002200884422,AP,BBN,SF,M18T,SUP,UL,150
6002200884439,AP,BBN,SF,M18T,SUP,UL,165
6002200884446,AP,BBN,SF,M18T,SUP,UL,180
6002200884460,AP,RGL,1A,T12D,TRU,UL,165
6002200884477,PR,ABF,SF,A13D,BDT,4P,60
6002200884484,PR,ABF,SF,A13D,BDT,4P,70
6002200885054,AP,BBN,1A,B12D,BD,UL,70
6002200885061,AP,BBN,1A,B12D,BD,UL,80
6002200885115,AP,BBN,SA,C12D,CAPE,UL,56
6002200885122,AP,BBN,SA,C12D,CAPE,UL,64
6002200885139,AP,GDL,SF,S146,GD,B5,88
6002200885146,AP,GDL,SF,S147,GD,B5,100
6002200885153,AP,GDL,SF,S148,GD,B5,125
6002200885580,PR,ABF,1A,M11T,TRU,UL,84
6002200885597,PR,ABF,SF,M11T,TRU,UL,84
6002200885610,PR,PTR,SF,A16P,16X6,UL,80
6002200885627,AP,GDL,1R,M18T,SWEET,BG,216
6002200885634,AP,GDL,SF,S147,GD,B5,113
6002200885641,AP,SKI,1L,T12D,TRU,TP,100
6002200885658,AP,SKI,1L,T12D,TRU,TP,110
6002200885665,AP,SKI,1L,T12D,TRU,TP,120
6002200885672,AP,SKI,1L,T12D,TRU,TP,135
6002200885689,AP,SKI,1L,T12D,TRU,TP,150
6002200885696,AP,SKI,1L,T12D,TRU,TP,165
6002200885702,AP,SKI,1L,T12D,TRU,TP,180
6002200885726,AP,TOP,1L,T12D,TRU,TP,120
6002200885733,AP,TOP,1L,T12D,TRU,TP,135
6002200885740,AP,TOP,1L,T12D,TRU,TP,150
6002200885757,AP,TOP,1L,T12D,TRU,TP,165
6002200885764,AP,TOP,1L,T12D,TRU,TP,180
6002200885788,PR,BBC,SA,A12D,BD,UL,80
6002200885795,AP,GAA,SF,S148,GD,B5,125
6002200885801,AP,GDL,1R,M18T,SWEET,UL,216
6002200885818,PR,FRL,SF,A14P,14X6,UL,90
6002200885832,AP,BBN,1A,A12D,CAPE,LB,88
6002200885849,AP,BBN,SF,IP06,GEN,UL,100
6002200885856,AP,BBN,SF,IP06,GEN,UL,113
6002200885863,AP,BBN,SF,IP07,GEN,UL,125
6002200885887,AP,GDL,SF,B12D,WGD,LB,80
6002200885894,AP,GDL,SF,B12D,WGD,LB,84
6002200885900,AP,GDL,SF,B12D,WGP,LB,80
6002200885917,AP,GDL,SF,B12D,WGP,LB,84
6002200885962,AP,GDL,SF,B12D,WGD,LB,70
6002200885986,AP,BBN,SF,C06D,BD,LB,28
6002200885993,AP,BBN,SF,C06D,BD,LB,32
6002200886129,AP,GAA,SF,M18T,SUP,IF,165
6002200886136,AP,GAA,SF,M18T,SUP,IF,180
6002200886143,AP,GAA,SF,M18T,SUP,IF,198
6002200886150,AP,GAA,SF,M22T,SUP,AL,252
6002200886167,AP,RGL,SF,M18T,SUP,UL,110
6002200886174,PR,FRL,1A,A06D,TRU,UL,30
6002200886181,PR,FRL,1A,A06D,TRU,UL,35
6002200886228,AP,RFD,1L,T12D,TRU,UL,135
6002200886235,AP,RFD,1L,T12D,TRU,UL,150
6002200886259,AP,RFD,1L,T12D,TRU,UL,180
6002200886280,AP,GAA,SF,M22T,SUP,IF,252
6002200886297,AP,BBN,SF,IP06,GEN,UL,88
6002200886303,AP,BBN,SF,S146,GD,B5,80
6002200886310,AP,BBN,SF,S146,GD,B5,84
6002200886327,AP,BBN,SF,S146,GD,B5,88
6002200886334,AP,BBN,SF,S147,GD,B5,100
6002200886341,AP,BBN,SF,S147,GD,B5,113
6002200886358,AP,BBN,SF,S148,GD,B5,125
6002200886372,AP,RFD,1L,T12D,TRU,PR,120
6002200886389,AP,RFD,1L,T12D,TRU,PR,135
6002200886396,AP,RFD,1L,T12D,TRU,PR,150
6002200886402,AP,RFD,1L,T12D,TRU,PR,165
6002200886419,AP,RFD,1L,T12D,TRU,PR,180
6002200886440,PR,PTR,SF,A16G,16X5,UL,90
6002200886457,AP,BBN,SF,A14B,14X6,NS,84
6002200886471,AP,BBN,SA,B12D,TRU,UL,64
6002200886488,AP,BBN,SA,B12D,TRU,UL,70
6002200886495,AP,BBN,SA,B12D,TRU,UL,80
6002200886525,AP,GRS,AL,T12D,TRU,PR,165
6002200886532,AP,GRS,AL,T12D,TRU,PR,180
6002200886556,PR,PTR,1A,A14T,GD,UL,90
6002200886563,PR,PTR,SF,Z16G,16X5,UL,90
6002200886587,AP,BBN,SF,A14B,14X5,UL,80
6002200886631,PR,FRL,1A,A06D,TRU,UL,24
6002200886648,PR,FRL,1A,A06D,TRU,UL,26
6002200886679,AP,GDL,SF,S137,GD,UL,100
6002200886686,AP,GDL,SF,S147,GD,UL,100
6002200886693,AP,RGL,SF,M18T,SUP,UL,120
6002200886709,AP,RGL,SF,M18T,SUP,UL,135
6002200886716,AP,RGL,SF,M18T,SUP,UL,150
6002200886723,AP,BBN,SF,M18T,SUP,AB,150
6002200886730,AP,BBN,SF,M18T,SUP,AB,165
6002200886747,AP,BBN,SF,M18T,SUP,AB,180
6002200886754,PR,PTR,1A,A12D,CAPE,UL,60
6002200886778,AP,GRS,SF,M18T,SUP,IG,150
6002200886785,AP,GRS,SF,M18T,SUP,IG,165
6002200886792,AP,GRS,SF,M18T,SUP,IG,180
6002200886815,PR,PTR,1A,A12D,GD,UL,80
6002200886822,PR,PTR,SF,S148,GD,UL,112
6002200886839,PR,PTR,SF,S148,GD,UL,120
6002200886860,AP,BBN,SF,M18T,TRU,UL,120
6002200886938,AP,RFD,1Z,J30J,CHEP,UL,198
6002200886952,AP,RGL,SF,G14L,WGD,LB,70
6002200886969,AP,RGL,SF,G14L,WGD,LB,80
6002200886976,AP,RGL,SF,G14L,WGD,LB,84
6002200886983,AP,GRS,SF,IP07,GEN,UL,125
6002200886990,AP,BBN,SF,A166,TRU,AB,88
6002200887003,AP,BBN,1A,B12D,CAPE,LB,78
6002200887010,AP,BBN,SA,B12D,CAPE,LB,56
6002200887027,AP,BBN,SA,B12D,CAPE,LB,84
6002200887041,AP,GDL,1A,M18T,SSW,UL,150
6002200887058,AP,GAA,SF,A167,TRU,AL,113
6002200887065,AP,GAA,SF,A167,TRU,AL,125
6002200887119,AP,GRS,1L,T12D,TRU,UL,198
6002200887140,AP,BBN,SF,B12D,GD,LB,64
6002200887195,AP,PLD,SA,M17T,PLADY,UL,216
6002200887201,AP,PLD,SA,M18T,PLADY,LB,150
6002200887218,AP,PLD,SA,M18T,PLADY,LB,165
6002200887225,AP,PLD,SA,M18T,PLADY,LB,180
6002200887232,AP,PLD,SA,M18T,PLADY,UL,198
6002200887249,AP,PLD,SF,M18T,SUP,UL,135
6002200887256,AP,RGL,SF,M18T,SUP,UL,100
6002200887263,PR,PTR,SA,A12D,TRU,LB,70
6002200887270,PR,PTR,SA,A12D,TRU,LB,80
6002200887294,AP,BBN,SF,B06D,BD,LB,35
6002200887300,PR,VBT,1A,M12S,SUP,OL,90
6002200887317,PR,VBT,1A,M12S,SUP,OL,96
6002200887331,AP,PLD,SF,A16P,16X6,N1,88
6002200887379,PR,FRL,1A,A06D,TRU,LB,24
6002200887386,PR,FRL,1A,A06D,TRU,LB,35
6002200887393,PR,FRL,1A,A06D,TRU,LB,40
6002200887409,AP,BBN,SF,B166,TRU,AB,100
6002200887416,AP,BBN,SF,B166,TRU,AB,88
6002200887423,AP,PLD,SF,A16P,16X6,N1,100
6002200887430,AP,GAA,SF,A16G,16X6,UL,113
6002200887447,AP,GAA,SF,I166,GEN,UL,100
6002200887454,AP,GAA,SF,I166,GEN,UL,113
6002200887461,AP,GAA,SF,I167,GEN,UL,125
6002200887478,AP,RGL,SF,M146,14X6,UL,100
6002200887485,AP,RGL,SF,M146,14X6,UL,113
6002200887591,AP,GRS,SF,S146,GD,FG,88
6002200887607,AP,GRS,SF,S147,GD,FG,100
6002200887614,AP,GRS,SF,S147,GD,FG,113
6002200887638,AP,PLD,SF,B12D,PLADY,UL,80
6002200887645,AP,PLD,SF,B12D,PLADY,UL,84
6002200887652,AP,PLD,SF,C12D,PLADY,UL,56
6002200887669,AP,PLD,SF,C12D,PLADY,UL,64
6002200887676,AP,PLD,SF,S138,ND,UL,113
6002200887690,PR,VBT,SF,S147,GD,UL,90
6002200887706,PR,VBT,SF,S148,GD,UL,112
6002200887720,PR,VBT,SF,S148,GD,UL,96
6002200887737,AP,BBN,SF,M18T,SUP,UL,135
6002200887768,AP,PLD,SA,M22T,SUP,LB,231
6002200887775,AP,PLD,SA,M22T,SUP,LB,252
6002200887782,AP,RGL,SF,B13D,BD,LB,78
6002200887799,AP,CPP,1L,T12D,TRU,PR,100
6002200887805,AP,GAA,SF,A167,16X7,AR,125
6002200887829,AP,GAA,SF,S146,GD,FG,88
6002200887836,AP,GAA,SF,S147,GD,FG,100
6002200887843,AP,GRS,SF,S148,GD,FG,125
6002200887850,AP,GRS,AL,T12D,TRU,UL,165
6002200887867,AP,GRS,AL,T12D,TRU,UL,180
6002200887881,AP,KZI,SA,B12D,BD,LB,70
6002200887898,AP,KZI,SA,B12D,BD,LB,80
6002200887904,AP,KZI,SA,B12D,BD,LB,84
6002200888000,AP,KZI,SA,M18T,TRU,LB,70
6002200888017,AP,KZI,SA,M18T,TRU,LB,80
6002200888024,AP,KZI,SA,M18T,TRU,LB,90
6002200888130,AP,KZI,SA,M18T,TRU,UL,150
6002200888222,PR,FRL,2A,M12T,SSW,UL,48
6002200888239,PR,FRL,2A,M12T,SSW,UL,52
6002200888246,PR,FRL,2A,M12T,SSW,UL,60
6002200888253,PR,FRL,2A,M12T,SSW,UL,70
6002200888260,PR,FRL,2A,M12T,SSW,UL,80
6002200888277,AP,GAA,SF,A14F,14X8,UL,125
6002200888284,AP,GAA,SF,A14B,14X5,UL,84
6002200888291,AP,GAA,SF,A14F,14X9,UL,138
6002200888376,AP,GDL,AL,T12D,GEN,FZ,216
6002200888383,AP,GAA,SF,B14B,14X5,UL,80
6002200888390,AP,GAA,SF,S146,GD,UL,84
6002200888420,AP,RGL,SF,Z14P,14X7,UL,100
6002200888437,AP,RYB,SA,M22T,TRR,UL,231
6002200888444,AP,RYB,SA,M22T,TRR,UL,252
6002200888468,AP,PLD,SF,B14P,14X6,NS,84
6002200888475,AP,PLD,SF,B14P,14X6,UL,80
6002200888482,AP,PLD,SF,B14P,14X6,UL,84
6002200888499,AP,PLD,SA,M18T,PLADY,LB,198
6002200888505,AP,GAA,SF,A14B,14X5,UL,78
6002200888512,AP,GAA,SF,B13D,GD,LB,78
6002200888536,AP,GAA,SF,S148,GD,FG,125
6002200888543,AP,TOP,1L,T12D,TRU,UL,198
6002200888550,AP,TOP,1L,T12D,TRU,UL,216
6002200888581,AP,GRS,SF,B12D,GD,LB,78
6002200888598,AP,GRS,SF,M18T,SUP,AL,150
6002200888604,AP,GRS,SF,A186,TRU,IG,100
6002200888611,AP,BBN,SF,B14B,14X5,UL,80
6002200888628,AP,BBN,SF,B14B,14X5,UL,84
6002200888635,PR,FRL,SF,A18P,18X5,UL,96
6002200888697,AP,BBN,SF,A14B,14X5,UL,84
6002200888703,AP,BBN,SA,C12D,BD,UL,56
6002200888710,AP,BBN,SF,I166,GEN,UL,100
6002200888727,AP,BBN,SF,I166,GEN,UL,113
6002200888734,AP,BBN,SF,I167,GEN,UL,125
6002200888741,AP,FUR,SA,M22T,TRR,UL,231
6002200888758,AP,FUR,SA,M22T,TRR,UL,252
6002200888789,AP,GAA,SF,B14B,14X5,UL,78
6002200888796,AP,PLD,SF,C12D,PLADY,LB,56
6002200888802,AP,PLD,SF,C12D,PLADY,LB,64
6002200888819,AP,GAA,SF,A14F,14X9,UL,150
6002200888826,AP,GAA,SF,Z206,TRU,IF,125
6002200888833,AP,GAA,SF,Z206,TRU,IF,138
6002200888857,AP,GAA,SF,Z226,TRU,IF,125
6002200888864,AP,GAA,SF,Z226,TRU,IF,138
6002200888871,AP,GAA,SF,Z226,TRU,IF,150
6002200888888,AP,BBN,SA,B12D,TRU,UL,84
6002200888895,AP,BBN,SF,I166,GEN,UL,125
6002200888925,PR,PTR,SF,M12T,SUP,LB,90
6002200888932,AP,PLD,SF,S136,ND,UL,88
6002200888949,PR,FRL,SF,B6LM,BD,LB,35
6002200888970,AP,GDL,SF,G14L,WGD,LB,70
6002200888987,AP,GDL,SF,G14L,WGD,LB,80
6002200888994,PR,FRL,SF,A6LM,BD,LB,40
6002200889007,PR,PTR,SF,M12T,SUP,LB,60
6002200889014,AP,GAA,SF,S148,GD,FG,113
6002200889021,PR,FRL,SF,A18P,18X6,UL,120
6002200889038,PR,FRL,SF,M12T,SUP,UL,90
6002200889045,AP,GAA,SF,A206,TRU,IF,125
6002200889052,AP,GAA,SF,A206,TRU,IF,138
6002200889069,AP,GAA,SF,A226,TRU,IF,150
6002200889120,PR,FRL,SF,M12T,SUP,UL,112
6002200889137,PR,FRL,SF,M12T,SUP,UL,120
6002200889144,PR,FRL,SF,M12T,SUP,UL,96
6002200889151,AP,PLD,SF,S137,ND,UL,100
6002200889168,AP,PLD,SF,B12D,PLADY,4P,70
6002200889175,AP,PLD,SF,B12D,PLADY,4P,80
6002200889182,AP,PLD,SF,B12D,PLADY,4P,84
6002200889199,AP,PLD,SA,M18T,PLADY,LB,80
6002200889205,AP,PLD,SA,M18T,PLADY,LB,90
6002200889212,AP,PLD,SA,M18T,SUP,UL,180
6002200889229,AP,GRS,SF,A13P,13X7,P7,88
6002200889298,AP,GRS,SF,A186,TRU,IG,125
6002200889311,AP,CPP,SA,M12T,CAPE,LB,70
6002200889328,AP,CPP,SA,M12T,CAPE,LB,80
6002200889335,AP,RGL,SF,M147,14X7,UL,180
6002200889342,AP,GRS,SF,B12D,WGD,LB,70
6002200889359,AP,GRS,SF,B12D,WGD,LB,78
6002200889366,AP,GRS,SF,B12D,WGD,LB,80
6002200889373,AP,GRS,SF,B13D,BDT,LB,78
6002200889380,AP,GRS,SF,B12D,WGD,LB,84
6002200889397,AP,GRS,SF,I166,GEN,UL,100
6002200889403,AP,GRS,SF,I166,GEN,UL,113
6002200889410,AP,GRS,SF,I167,GEN,UL,125
6002200889434,PR,FRL,SF,A06D,BD,LB,35
6002200889441,PR,FRL,SF,A06D,BD,LB,40
6002200889458,PR,FRL,SF,A06D,BD,LB,45
6002200889465,PR,PTR,2A,Z18S,18X6,UL,90
6002200889472,AP,CP5,SF,M18T,SUP,UL,100
6002200889489,AP,PLD,SF,S146,ND,UL,84
6002200889496,PR,FRL,SF,A12D,BD,LB,80
6002200889502,AP,GDL,AL,T12D,TRU,FZ,216
6002200889519,PR,FRL,SF,Z18P,18X6,UL,112
6002200889595,AP,GAA,SF,M18T,TRU,AL,165
6002200889601,AP,GAA,SF,M18T,TRU,AL,180
6002200889618,AP,GAA,SF,M18T,TRU,AL,198
6002200889625,AP,GDL,1A,M12T,TRU,UL,78
6002200889632,AP,FUJ,SA,P38F,PBIN,UL,100
6002200889649,AP,FUJ,SA,P38F,PBIN,UL,110
6002200889656,AP,FUR,1Z,J30J,CHEP,UL,198
6002200889670,AP,FUR,1L,M18T,TRU,UL,110
6002200889687,AP,FUR,1L,M18T,TRU,UL,120
6002200889694,AP,FUR,1L,M18T,TRU,UL,70
6002200889700,AP,FUR,1L,M18T,TRU,UL,80
6002200889717,AP,FUR,1L,M18T,TRU,UL,90
6002200889748,AP,FUR,1L,T12D,TRU,PR,135
6002200889755,AP,FUR,1L,T12D,TRU,PR,150
6002200889762,AP,FUR,1L,T12D,TRU,PR,165
6002200889779,AP,FUR,1L,T12D,TRU,PR,180
6002200889809,AP,PLD,SA,M18T,SUP,LB,80
6002200889816,AP,PLD,SA,M18T,SUP,LB,90
6002200889847,AP,GGS,SF,A10B,10X10,UL,113
6002200889854,AP,GRS,SF,S148,GD,FG,113
6002200890027,AP,RGL,SF,M18T,SUP,UL,198
6002200890034,AP,RGL,SF,M18T,SUP,UL,216
6002200890041,AP,GDL,1L,T12D,TRU,FZ,216
6002200890058,AP,CP3,1R,M18T,TRU,UL,110
6002200890065,AP,PLD,SF,S137,ND,UL,88
6002200890072,AP,PLD,SF,S138,ND,UL,100
6002200890133,AP,GAA,SF,A14F,14X8,P4,113
6002200890157,AP,GAA,SF,A14F,14X9,P4,138
6002200890164,AP,PLD,SF,A16P,16X6,P0,100
6002200890171,AP,PLD,SF,A16P,16X7,P0,125
6002200890188,PR,PTR,SF,M12T,SUP,LB,52
6002200890195,AP,GDL,1L,T12D,TRU,UL,216
6002200890201,PR,FRL,SF,A14P,14X7,UL,112
6002200890218,PR,FRL,SF,A14P,14X7,UL,120
6002200890225,PR,FRL,SF,A14P,14X7,UL,96
6002200890263,PR,CNF,SF,A14P,14X5,UL,70
6002200890270,PR,CNF,SF,A14P,14X6,UL,80
6002200890287,PR,CNF,SF,A14P,14X6,UL,90
6002200890294,PR,CNF,SF,A14P,14X7,UL,96
6002200890300,PR,CNF,SF,A14P,14X8,UL,112
6002200890331,PR,CNF,SF,B12D,BDT,UL,48
6002200890348,PR,CNF,SF,B12D,BDT,UL,52
6002200890355,PR,CNF,SF,B12D,BDT,UL,60
6002200890362,AP,GAA,SF,G140,GD,UL,150
6002200890379,AP,GAA,SF,G148,GD,UL,125
6002200890386,AP,GAA,SF,G149,GD,UL,138
6002200890393,AP,GAA,SF,M18T,SUP,UL,150
6002200890409,AP,PLD,SF,A16P,16X7,UL,113
6002200890454,AP,CP3,1R,M18T,TRU,UL,100
6002200890461,AP,CP3,1R,M18T,TRU,UL,90
6002200890478,AP,CP5,SF,M18T,SUP,UL,150
6002200890522,AP,PLD,SF,M18T,SUP,UL,100
6002200890539,AP,GRS,SF,A186,TRU,IG,113
6002200890607,PR,ABF,2A,Z18S,18X5,UL,80
6002200890614,PR,ABF,2A,Z18S,18X5,UL,90
6002200890621,PR,PTR,2A,Z24B,24X5G,UL,112
6002200890638,PR,PTR,2A,Z24B,24X5G,UL,90
6002200890690,AP,CPP,AL,M18T,TRU,UL,100
6002200890720,AP,CPP,AL,M18T,TRU,UL,70
6002200890737,AP,CPP,AL,M18T,TRU,UL,80
6002200890744,AP,CPP,AL,M18T,TRU,UL,90
6002200890751,AP,GRS,SF,A166,TRU,IG,88
6002200890768,AP,PLD,SF,B12D,WGD,LB,70
6002200890775,AP,PLD,SF,B12D,WGD,LB,80
6002200890782,AP,PLD,SF,B12D,WGD,LB,84
6002200890799,AP,PLD,SF,M18T,SUP,UL,110
6002200890805,AP,PLD,SF,M18T,SUP,UL,120
6002200890843,PR,PTR,SF,G149,GD,UL,120
6002200890850,AP,BBN,SF,Z14P,14X7,P0,100
6002200890867,AP,BBN,SF,Z14P,14X8,P0,113
6002200890898,PR,PTR,SF,A16G,16X6,UL,96
6002200890904,PR,PTR,SF,G129,GD,UL,96
6002200890928,AP,PLD,SF,Z16P,16X7,UL,125
6002200890935,PR,PTR,SF,A12D,TRU,LB,70
6002200890980,AP,PLD,SF,I166,GEN,UL,113
6002200890997,AP,PLD,SF,I167,GEN,UL,125
6002200891000,AP,GAA,SF,Z167,TRU,AL,113
6002200891017,AP,GAA,SF,Z167,TRU,AL,125
6002200891024,AP,GAA,SF,Z167,TRU,AL,138
6002200891031,AP,GAA,SF,Z167,TRU,AL,150
6002200891048,AP,GAA,SF,Z186,TRU,IF,113
6002200891055,AP,GAA,SF,Z186,TRU,IF,125
6002200891109,AP,PLD,1L,B10T,TRU,UL,165
6002200891116,AP,PLD,1L,B10T,TRU,UL,180
6002200891161,AP,GRS,SF,B06D,BD,LB,40
6002200891185,AP,GRS,2A,A22B,22X5G,UL,100
6002200891192,AP,GRS,2A,A22B,22X5G,UL,113
6002200891208,AP,GRS,2A,A22B,22X5G,UL,125
6002200891215,AP,GDL,1A,M18T,SSW,UL,110
6002200891246,PR,PTR,SF,Z16P,16X6,P0,96
6002200891253,PR,ABF,2A,A18S,18X5,UL,90
6002200891260,AP,GRS,SF,B06D,BD,LB,35
6002200891277,AP,PLD,SF,I166,GEN,UL,100
6002200891291,AP,CP3,1L,T12D,TRU,FZ,198
6002200891307,AP,GRS,SF,Z14P,14X7,P7,100
6002200891314,AP,GRS,SF,Z14P,14X8,P7,125
6002200891321,PR,ABF,2A,A18S,18X5,UL,80
6002200891338,AP,PLD,SF,B12D,PLADY,4P,88
6002200891406,AP,PLD,SA,M18T,PLADY,UL,165
6002200891468,AP,RFD,1A,M17T,TRR,UL,216
6002200891475,AP,RFD,1A,M18T,TRR,UL,198
6002200891482,AP,CP5,AL,M18T,TRU,UL,100
6002200891567,AP,CP5,AL,M18T,TRU,UL,70
6002200891574,AP,CP5,AL,M18T,TRU,UL,80
6002200891581,AP,CP5,AL,M18T,TRU,UL,90
6002200891598,AP,GRS,SF,B186,TRU,IG,88
6002200891604,AP,CP5,1L,T12D,TRU,FZ,216
6002200891611,AP,CP5,1L,T12D,TRU,UL,216
6002200891628,AP,PLD,SF,A12D,PLADY,LB,88
6002200891635,PR,FRL,SF,A12D,BD,LB,60
6002200891642,PR,FRL,SF,A12D,BD,LB,70
6002200891659,PR,FRL,SF,A12D,BD,LB,90
6002200891666,PR,FRL,SF,A12D,GD,LB,60
6002200891673,AP,GAA,SF,Z14F,14X8,UL,125
6002200891697,AP,GAA,SF,Z14F,14X9,UL,138
6002200891703,AP,GAA,SF,Z14F,14X9,UL,150
6002200891710,AP,GRS,SF,A12D,WGD,LB,84
6002200891727,AP,GRS,SF,A13D,BD,LB,84
6002200891765,AP,SDN,SF,B14T,14X6,UL,84
6002200891772,AP,SDN,SF,B14T,14X7,UL,100
6002200891789,AP,GDL,SF,B06D,BD,LB,32
6002200891796,AP,GDL,SF,B06D,BD,LB,35
6002200891802,AP,GDL,SF,B06D,BD,LB,40
6002200891819,AP,CPP,2A,A22B,22X5G,UL,113
6002200891826,AP,PLD,SF,A12D,PLADY,4P,88
6002200891833,PR,FVB,SF,A16G,16X5,UL,90
6002200891895,AP,GRS,SF,Z186,TRU,IG,100
6002200891901,AP,GRS,SF,Z186,TRU,IG,125
6002200891918,AP,CIR,1L,T12D,TRU,FZ,198
6002200891925,AP,CIR,1L,T12D,TRU,FZ,216
6002200891932,AP,PLD,SF,A12D,PLADY,4P,96
6002200891949,AP,PLD,SF,B12D,PLADY,4P,96
6002200891956,AP,PLD,SF,B12D,WGD,LB,78
6002200891963,AP,GRS,SF,S148,GD,UL,113
6002200891970,PR,PTR,2A,A24B,24X5G,UL,112
6002200891987,PR,PTR,2A,A24B,24X5G,UL,90
6002200892021,AP,GAA,SF,B12D,GD,LB,84
6002200892045,PR,FRL,SF,I63T,GEN,LB,60
6002200892052,PR,PTR,SF,Z16G,16X6,UL,100
6002200892083,PR,ABF,1A,T12D,TRU,UL,96
6002200892090,AP,CP3,1R,T12D,TRU,UL,120
6002200892106,AP,CP3,1R,T12D,TRU,UL,135
6002200892113,AP,CPP,1R,T12D,GEN,FZ,198
6002200892120,AP,FUJ,1R,T12D,TRU,FZ,198
6002200892137,AP,FUJ,1R,T12D,TRU,UL,135
6002200892144,AP,GDL,1R,T12D,TRU,UL,120
6002200892151,PR,FRL,1R,T12D,TRU,UL,60
6002200892168,AP,PLD,SF,S137,ND,UL,113
6002200892175,AP,GRS,SF,A13D,BDT,LB,84
6002200892205,AP,PLD,SA,M18T,PLADY,LB,135
6002200892212,AP,GRS,SF,Z186,TRU,IG,113
6002200892229,AP,SDN,SF,A14T,14X7,UL,92
6002200892236,AP,GRS,SF,A12D,TRU,LB,78
6002200892243,AP,GRS,SF,A12D,TRU,LB,84
6002200892250,AP,GRS,SF,A13D,BD,LB,70
6002200892267,AP,GRS,SF,A13D,BD,LB,78
6002200892274,AP,GRS,SF,A13D,BDT,LB,70
6002200892281,AP,GRS,SF,A13D,BDT,LB,78
6002200892298,AP,GRS,SA,B12D,CAPE,LB,56
6002200892304,AP,CP3,SA,M18T,TRU,UL,90
6002200892311,AP,GDL,SF,S138,GD,UL,125
6002200892328,AP,SDN,SF,B14T,14X7,UL,92
6002200892335,AP,SDN,SF,B14T,14X8,UL,100
6002200892373,AP,GRS,1R,T12D,TRU,UL,165
